"Timestamp","Año de nacimiento","Género","¿Cuántos hermanos tienes?","Orden de nacimiento","Durante la mayor parte de tu infancia, ¿cuál era la situación de tu familia?","¿A qué edad tuvo tu MADRE su primer hijo/a?","¿A qué edad tuvo tu PADRE su primer hijo/a?","¿Cuál es el nivel de estudios máximo obtenido por tu madre?","¿Cuál es el nivel de estudios máximo obtenido por tu padre?","¿Qué tipo de educación recibió tu madre?","¿Qué tipo de educación recibió tu padre?","¿Cuál era la profesion principal de tu madre?","¿Cuál era la profesion principal de tu padre?","¿Cuántas personas trabajaban en tu hogar a tiempo completo?","¿Cuántas personas trabajaban en tu hogar a tiempo parcial?","¿En qué categoría clasificarías la situación económica de tu familia durante tu infancia?","¿Cuál era la situación de tu familia en cuanto a vivienda?","Indica el código postal (o códigos postales) de tu casa durante tu infancia.","¿A qué edad empezaste a trabajar?","¿Has terminado de estudiar?","Si has terminado de estudiar, ¿cuál es tu grado máximo de estudios?","Si no has terminado de estudiar, ¿qué tipo de estudios estás cursando ahora mismo?","¿Has cursado otras modalidades de bachillerato?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio público?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado laico?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado laico?","Durante tu educación primaria y secundaria, ¿recibiste alguna de las siguientes?","¿Practicabas algún deporte de manera extraescolar?","¿Has hecho selectividad?","Si hiciste la selectividad en 2009 o antes, ¿cuál fue tu nota?","Si hiciste la selectividade en 2010 o en adelante, ¿cuál fue tu nota?","Si accediste a la universidad, ¿a qué titulación?","¿Accediste a la universidad el primer año que solicitaste?","Si no accediste a la primera, ¿cuántas veces solicitaste la entrada?","¿Fue tu primera opción?","Si no fue tu primera opción, ¿cuál fue?"
"2019/01/20 4:50:31 PM GMT+1","1995","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","38","39","Grado universitario, licenciatura o ingeniería superior","Grado universitario, licenciatura o ingeniería superior","Concertada religiosa","Privada religiosa","Profesora universitaria","Profesor matematicas","2","1","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08028","20","Sí","Máster Universitario","","No","12","0","0","0","0","Ninguna","Si","Sí","","11,5 - 12","Ciencias de la Actividad Fisica y el Deporte","Sí","","Sí",""
"2019/01/20 4:54:18 PM GMT+1","1964","Mujer","2","2","Padres conviviendo como pareja, casados o pareja de hecho.","23","28","Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Concertada religiosa","Ama de casa","Agricultura","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08820","22","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","10","0","0","0","Clases de refuerzo","No","Sí","6,5 - 7","","Psicologia","Sí","","Sí",""
"2019/01/20 4:54:24 PM GMT+1","1968","Mujer","3","1°","Padres conviviendo como pareja, casados o pareja de hecho.","25","26","Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Limpieza","Obrero en fábrica","1","O","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","O8120","19","Sí","Bachillerato o Curso de Orientación Universitaria (COU)","","No","5","7","0","0","0","Clases de refuerzo","No","Sí","<5","","","","","","No accedí a la universidad"
"2019/01/20 5:05:19 PM GMT+1","1971","Hombre","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","28","30","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","Autonoma - Fruteria","Mecanico pulidor","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08028","24","Sí","Diplomatura o ingeniería técnica","","No","0","3","10","0","0","Ninguna","Si","No","","","","Sí","","No","Segunda"
"2019/01/20 5:06:16 PM GMT+1","1952","Mujer","2","Primera","Padres conviviendo como pareja, casados o pareja de hecho.","25","28","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa ","Tornero","Ninguna","Ninguna","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08014","16","Sí","Bachillerato o Curso de Orientación Universitaria (COU)","","No","6","0","0","0","0","Clases de refuerzo","No","Sí","6,5 - 7","","Escuela de idiomas modernos ","Sí","","Sí",""
"2019/01/20 5:15:16 PM GMT+1","1980","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","25","31","Educación Primaria o Educación General Básica (EGB)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Privada religiosa","Privada religiosa","Ama de casa ","Dependiente de una tienda","Ninguno","Ninguno","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08025","18","Sí","Diplomatura o ingeniería técnica","","No","0","0","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","No","No","","","Educación infantil","Sí","","Sí",""
"2019/01/20 5:15:36 PM GMT+1","2000","Mujer","1","Mayor","Padres conviviendo como pareja, casados o pareja de hecho.","28","28","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Pública","Moza almacen","Encargado celler","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08792","17","No","","Ciclo formativo de grado medio (FP)","No","12","2","0","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 5:19:15 PM GMT+1","1990","Mujer","1","Primer","Padres conviviendo como pareja, casados o pareja de hecho.","22","25","Grado universitario, licenciatura o ingeniería superior","Ciclo formativo de grado superior (FP)","Privada religiosa","Pública","Licenciada en educacion","Técnico en audio","Papa","Mama","El dinero no era un factor limitante (casas de veraneo, varios coches, etc.).","Propiedad","2005","22","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","0","0","8","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","Veterinaria ","Sí","","Sí",""
"2019/01/20 5:19:28 PM GMT+1","1993","Mujer","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","22","24","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Fabrica de muebles","Policia","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","43550","13","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","0","0","0","0","Clases de refuerzo","No","No","","","educación social","Sí","","Sí",""
"2019/01/20 5:20:43 PM GMT+1","1992","Mujer","1","Primera","Padres conviviendo como pareja, casados o pareja de hecho.","27","29","Ciclo formativo de grado medio (FP)","Grado universitario, licenciatura o ingeniería superior","Concertada religiosa","Concertada religiosa","Responsable tienda","Director vendas","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08028","16","No","Grado universitario,  licenciatura o ingeniería técnica","Máster Universitario","No","0","0","2","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","8 - 8,5","","Turismo","Sí","","Sí",""
"2019/01/20 5:27:56 PM GMT+1","1961","Mujer","1","Primera","Padres conviviendo como pareja, casados o pareja de hecho.","21","30","Educación Primaria o Educación General Básica (EGB)","Ciclo formativo de grado medio (FP)","Pública","Concertada laica","Ama de casa","Trabajador banco","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08014","17","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","12","0","0","0","Clases de refuerzo","No","Sí","5,5 - 6","","Psicologia","Sí","","Sí",""
"2019/01/20 5:33:20 PM GMT+1","1997","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","23","28","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Peluquera","Transportista","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08028","18","Sí","Ciclo formativo de grado superior (FP)","","No","0","10","0","2","0","Clases de refuerzo","No","No","","","","","","","No accedí a la universidad"
"2019/01/20 5:36:35 PM GMT+1","1987","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","22","25","Bachillerato o Curso de Orientación Universitaria (COU)","Bachillerato o Curso de Orientación Universitaria (COU)","Privada religiosa","Concertada religiosa","Administrativa","Informatico","1","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08014","18","Sí","Máster Universitario","Máster Universitario","No","5","7","0","0","0","Ninguna","Si","Sí","6 - 6,5","","Biologia","Sí","","Sí",""
"2019/01/20 5:37:59 PM GMT+1","1982","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","22","25","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Bachillerato o Curso de Orientación Universitaria (COU)","Concertada religiosa","Pública","Ama de casa","Minero","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","50170","22","Sí","Diplomatura o ingeniería técnica","","Si","12","0","0","0","0","Ninguna","Si","Sí","6,5 - 7","","Diplomatura","Sí","","Sí",""
"2019/01/20 5:42:47 PM GMT+1","1995","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","29","27","Grado universitario, licenciatura o ingeniería superior","Grado universitario, licenciatura o ingeniería superior","Concertada religiosa","Concertada religiosa","Maestra","Maestro","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08290","No","Sí","Máster Universitario","","No","2","10","0","0","0","Ninguna","No","Sí","","9,5 - 10","Ciencias ambientales ","Sí","","No","Cuarta"
"2019/01/20 5:50:35 PM GMT+1","17-01-1954","Mujer","2","4","Padres conviviendo como pareja, casados o pareja de hecho.","23","26","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","Ama de casa","Barbero","3","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","0","15","Sí","Máster Universitario","","No","1","0","1","1","1","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","No","No","No lo recuerdo","No lo recuerdo","Periidismo","Sí","","Sí",""
"2019/01/20 5:56:14 PM GMT+1","1978","Mujer","1","Segundo","Padres conviviendo como pareja, casados o pareja de hecho.","25","27","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Costurera confeccionista","Técnico de mantenimiento mecánico","Dos","Ninguna","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08757","15","Sí","Máster Universitario","","No","12","0","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","No","Sí","6 - 6,5","","Biblioteconomía y documentación","Sí","","No","Tercera"
"2019/01/20 5:56:59 PM GMT+1","1953","Mujer","4","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","25","Educación Primaria o Educación General Básica (EGB)","Bachillerato o Curso de Orientación Universitaria (COU)","Pública","Privada religiosa","Agente de seguros","Contable","1","Una","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08014","14","Sí","Ciclo formativo de grado superior (FP)","","No","6","0","0","0","5","Ninguna","No","No","No lo recuerdo","No lo recuerdo","","","","","No accedí a la universidad"
"2019/01/20 5:59:11 PM GMT+1","1996","Mujer","1","Hermana mayor","Padres conviviendo como pareja, casados o pareja de hecho.","30","28","Bachillerato o Curso de Orientación Universitaria (COU)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Privada religiosa","Concertada religiosa","Profesora de educacion especial","Mecánico","Dos","Dos","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08970","18","Sí","Ciclo formativo de grado superior (FP)","","No","2","0","11","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 6:03:03 PM GMT+1","1989","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","30","Ciclo formativo de grado medio (FP)","Bachillerato o Curso de Orientación Universitaria (COU)","Concertada religiosa","Privada religiosa","Ama de casa.","Llevava un bar. Negocio familiar.","1","1","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Alquiler","08107, 08918","17","Sí","Ciclo formativo de grado superior (FP)","Ciclo formativo de grado superior (FP)","No","2","0","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 6:05:12 PM GMT+1","1975","Hombre","3","3","Padres conviviendo como pareja, casados o pareja de hecho.","30","33","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Transportista ","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08014","23","No","Ciclo formativo de grado superior (FP)","Grado universitario","No","3","0","11","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 6:17:04 PM GMT+1","1952","Hombre","4","2","Padres conviviendo como pareja, casados o pareja de hecho.","21","23","Educación Primaria o Educación General Básica (EGB)","No lo sé","Pública","Pública","Ama de casa","Mecanico","0","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08014","16","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","3","4","4","3","0","Ninguna","No","No","No lo recuerdo","","","No","No accedí","","No accedí a la universidad"
"2019/01/20 6:18:30 PM GMT+1","1980","Mujer","3","3","Padres conviviendo como pareja, casados o pareja de hecho.","31","35","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Portera","Mozo almacen","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08028","16","Sí","Ciclo formativo de grado medio (FP)","","No","3","2","2","0","0","Clases de refuerzo","No","No","","","","","","","No accedí a la universidad"
"2019/01/20 6:20:44 PM GMT+1","1995","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","27","33","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Pública","Pública","Ama de casa","Obrero","Ninguna ","2","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08922","16","No","Ciclo formativo de grado superior (FP)","Grado universitario","No","12","0","0","0","0","Ninguna","Si","Sí","","","Educación social ","Sí","","Sí",""
"2019/01/20 6:23:36 PM GMT+1","1966","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","24","27","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Concertada religiosa","Ama de casa","Operario en almacén","1","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08970","20","Sí","Bachillerato o Curso de Orientación Universitaria (COU)","","No","11","0","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 6:32:16 PM GMT+1","1982","Hombre","0","0","Padres divorciados y uno de los dos con otra pareja.","27","28","Diplomatura o ingeniería técnica","Máster universitario","Privada religiosa","Privada religiosa","Enfermera","Contable","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08037","16","Sí","Ciclo formativo de grado medio (FP)","","No","1","8","0","0","0","Clases de refuerzo;Logopedia o Psicopedagogía","Si","No","","","","","","","No accedí a la universidad"
"2019/01/20 6:35:14 PM GMT+1","02/11/1984","Hombre","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","17","27","Educación Primaria o Educación General Básica (EGB)","Grado universitario, licenciatura o ingeniería superior","Pública","Pública","Auxiliar enfermería","Comercial","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08016","16","Sí","Ciclo formativo de grado superior (FP)","","No","10","10","0","0","0","Clases de refuerzo","No","No","","","","","","","No accedí a la universidad"
"2019/01/20 6:35:38 PM GMT+1","1964","Mujer","1","Soc la major","Padres conviviendo como pareja, casados o pareja de hecho.","25","26","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Capataz fàbrica!","Yo","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08014","22","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","0","12","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","6 - 6,5","","Diplomatura en educació primària","Sí","","Sí",""
